PLAYER_ID,POSITION,SEASON
76001,F,2021-22
76002,C,2021-22
76003,C,2021-22
51,G,2021-22
1505,F-G,2021-22
949,F,2021-22
76005,F,2021-22
76006,G,2021-22
76007,F,2021-22
203518,G,2021-22
1630173,F,2021-22
101165,G,2021-22
76008,G,2021-22
76009,C,2021-22
76010,F,2021-22
1643411,G,2021-22
203112,F,2021-22
76011,C,2021-22
76012,F,2021-22
200801,F,2021-22
1629121,G,2021-22
203919,G,2021-22
149,G,2021-22
203500,C,2021-22
912,F,2021-22
1628389,C-F,2021-22
1629061,F,2021-22
76015,G,2021-22
202399,F,2021-22
201167,G,2021-22
1630534,G,2021-22
200772,F-G,2021-22
76016,F,2021-22
201336,G,2021-22
76017,G,2021-22
201582,C,2021-22
76018,C,2021-22
203006,G,2021-22
1629152,G,2021-22
202374,C,2021-22
76019,F,2021-22
76020,C,2021-22
1630583,F-C,2021-22
203128,F-C,2021-22
202332,C,2021-22
200746,C-F,2021-22
76021,C,2021-22
1626146,F,2021-22
724,G,2021-22
2042,G,2021-22
76022,F,2021-22
201570,F,2021-22
1629734,F-C,2021-22
1641725,G,2021-22
1630234,G,2021-22
2349,F,2021-22
1629638,G,2021-22
76024,G,2021-22
1628959,G,2021-22
76028,F,2021-22
1628960,G,2021-22
1628386,C,2021-22
706,G,2021-22
1628443,G,2021-22
202730,F-C,2021-22
76027,G,2021-22
2124,F,2021-22
76025,F,2021-22
951,G,2021-22
1641851,F,2021-22
2754,G-F,2021-22
76029,F,2021-22
200984,C,2021-22
76030,F,2021-22
201165,G,2021-22
308,F,2021-22
1747,G,2021-22
1824,C,2021-22
1630631,G,2021-22
680,F-C,2021-22
732,F,2021-22
1643417,F,2021-22
202329,F,2021-22
200811,F,2021-22
76034,F,2021-22
2365,F-C,2021-22
2431,C,2021-22
101187,F-G,2021-22
202079,G,2021-22
1643515,G,2021-22
76035,G,2021-22
76036,G,2021-22
1507,G,2021-22
76037,G,2021-22
944,F,2021-22
246,C-F,2021-22
202341,G-F,2021-22
76040,G,2021-22
1626147,F-G,2021-22
72,G,2021-22
76041,F,2021-22
203937,F-G,2021-22
76042,G,2021-22
76043,F,2021-22
98,F-G,2021-22
76045,F,2021-22
76046,F,2021-22
201583,F,2021-22
1000,G-F,2021-22
