PLAYER_ID,POSITION,SEASON
76001,F,2020-21
76002,C,2020-21
76003,C,2020-21
51,G,2020-21
1505,F-G,2020-21
949,F,2020-21
76005,F,2020-21
76006,G,2020-21
76007,F,2020-21
203518,G,2020-21
1630173,F,2020-21
101165,G,2020-21
76008,G,2020-21
76009,C,2020-21
76010,F,2020-21
1643411,G,2020-21
203112,F,2020-21
76011,C,2020-21
76012,F,2020-21
200801,F,2020-21
1629121,G,2020-21
203919,G,2020-21
149,G,2020-21
203500,C,2020-21
912,F,2020-21
1628389,C-F,2020-21
1629061,F,2020-21
76015,G,2020-21
202399,F,2020-21
201167,G,2020-21
1630534,G,2020-21
200772,F-G,2020-21
76016,F,2020-21
201336,G,2020-21
76017,G,2020-21
201582,C,2020-21
76018,C,2020-21
203006,G,2020-21
1629152,G,2020-21
202374,C,2020-21
76019,F,2020-21
76020,C,2020-21
1630583,F-C,2020-21
203128,F-C,2020-21
202332,C,2020-21
200746,C-F,2020-21
76021,C,2020-21
1626146,F,2020-21
724,G,2020-21
2042,G,2020-21
76022,F,2020-21
201570,F,2020-21
1629734,F-C,2020-21
1641725,G,2020-21
1630234,G,2020-21
2349,F,2020-21
1629638,G,2020-21
76024,G,2020-21
1628959,G,2020-21
76028,F,2020-21
1628960,G,2020-21
1628386,C,2020-21
706,G,2020-21
1628443,G,2020-21
202730,F-C,2020-21
76027,G,2020-21
2124,F,2020-21
76025,F,2020-21
951,G,2020-21
1641851,F,2020-21
2754,G-F,2020-21
76029,F,2020-21
200984,C,2020-21
76030,F,2020-21
201165,G,2020-21
308,F,2020-21
1747,G,2020-21
1824,C,2020-21
1630631,G,2020-21
680,F-C,2020-21
732,F,2020-21
1643417,F,2020-21
202329,F,2020-21
200811,F,2020-21
76034,F,2020-21
2365,F-C,2020-21
2431,C,2020-21
101187,F-G,2020-21
202079,G,2020-21
1643515,G,2020-21
76035,G,2020-21
76036,G,2020-21
1507,G,2020-21
76037,G,2020-21
944,F,2020-21
246,C-F,2020-21
202341,G-F,2020-21
76040,G,2020-21
1626147,F-G,2020-21
72,G,2020-21
76041,F,2020-21
203937,F-G,2020-21
76042,G,2020-21
76043,F,2020-21
98,F-G,2020-21
76045,F,2020-21
76046,F,2020-21
201583,F,2020-21
1000,G-F,2020-21
335,G-F,2020-21
76048,C,2020-21
101149,C,2020-21
76049,F,2020-21
1628387,C-F,2020-21
76050,F,2020-21
1512,C,2020-21
1630828,F,2020-21
203507,F,2020-21
1628961,F,2020-21
203648,F,2020-21
2546,F,2020-21
1630175,G,2020-21
21,G,2020-21
201202,C,2020-21
203544,F-C,2020-21
1628384,F-G,2020-21
203951,G,2020-21
2737,C,2020-21
76053,F,2020-21
76054,G,2020-21
2425,F,2020-21
1627853,G,2020-21
76055,C,2020-21
2240,G,2020-21
2772,F,2020-21
76056,F,2020-21
76057,F,2020-21
769,G,2020-21
76061,C,2020-21
2220,G,2020-21
353,G,2020-21
200756,F-C,2020-21
76060,G,2020-21
1642379,G,2020-21
76059,G,2020-21
76062,F,2020-21
76063,G,2020-21
76064,F,2020-21
2306,G,2020-21
201589,F,2020-21
76065,G,2020-21
1628503,G,2020-21
201600,C,2020-21
355,F,2020-21
173,F-G,2020-21
76068,G,2020-21
76069,G,2020-21
1088,G,2020-21
76070,G,2020-21
76071,G,2020-21
278,F-G,2020-21
201571,G,2020-21
200788,F,2020-21
1134,C,2020-21
76073,G,2020-21
76074,F,2020-21
1630166,F,2020-21
138,C,2020-21
76076,G,2020-21
1895,G,2020-21
76078,C,2020-21
1630555,G,2020-21
202970,F-C,2020-21
201965,F-C,2020-21
1629028,C,2020-21
101235,G,2020-21
1628962,C-F,2020-21
203569,G,2020-21
202337,F,2020-21
76079,C,2020-21
76080,F,2020-21
1628407,G-F,2020-21
1630641,C,2020-21
76081,F,2020-21
2053,C,2020-21
76082,G,2020-21
1630542,F,2020-21
1628963,F,2020-21
1642846,F,2020-21
1641735,G,2020-21
76084,C,2020-21
76083,G,2020-21
76085,F,2020-21
1847,F,2020-21
1753,G,2020-21
203946,F-C,2020-21
1858,G,2020-21
2486,G,2020-21
76089,G,2020-21
1627758,G,2020-21
452,F,2020-21
1642380,G,2020-21
1627735,G,2020-21
1631116,F,2020-21
200764,F,2020-21
76090,F,2020-21
1630163,G,2020-21
1628366,G,2020-21
76091,F,2020-21
76092,F,2020-21
1628964,C,2020-21
1631094,F,2020-21
1630217,G,2020-21
76093,F,2020-21
2556,G,2020-21
76094,F,2020-21
76095,F,2020-21
1630625,F,2020-21
1627760,G,2020-21
76096,F,2020-21
2571,G,2020-21
76097,G,2020-21
200826,G,2020-21
200745,C-F,2020-21
76098,G,2020-21
76099,C,2020-21
787,F,2020-21
2057,G,2020-21
76102,F,2020-21
1631230,F,2020-21
203084,F,2020-21
76103,F,2020-21
76105,C,2020-21
76104,F,2020-21
2440,F,2020-21
1630567,F-G,2020-21
76107,G,2020-21
76106,G,2020-21
76108,G,2020-21
76109,G,2020-21
1642964,G,2020-21
76110,F,2020-21
76111,F,2020-21
76112,G,2020-21
76113,G,2020-21
2857,G,2020-21
76114,G,2020-21
1629628,F-G,2020-21
2853,F-C,2020-21
344,G,2020-21
699,G,2020-21
1003,G,2020-21
468,G,2020-21
600013,F,2020-21
76117,F,2020-21
76118,C,2020-21
203115,G,2020-21
101188,G,2020-21
76119,F,2020-21
101138,F,2020-21
1628238,F,2020-21
76120,F,2020-21
1629646,C-F,2020-21
1766,F,2020-21
2370,C,2020-21
76121,G,2020-21
1641734,F,2020-21
1628966,F,2020-21
101212,F-C,2020-21
2471,F,2020-21
1499,C,2020-21
2203,F,2020-21
1642419,F,2020-21
174,G,2020-21
76123,G,2020-21
76124,C,2020-21
201587,G-F,2020-21
1641878,G,2020-21
76125,F,2020-21
76126,G,2020-21
2437,F,2020-21
201573,G,2020-21
76127,F,2020-21
203382,C-F,2020-21
76128,G,2020-21
203145,G-F,2020-21
1629647,F,2020-21
76129,F,2020-21
203078,G,2020-21
76130,G,2020-21
76131,G,2020-21
2602,F,2020-21
1627736,G,2020-21
201563,F,2020-21
76133,C,2020-21
201958,G,2020-21
1630699,F,2020-21
76134,C,2020-21
1133,G,2020-21
76136,G,2020-21
76137,,2020-21
76138,C,2020-21
1641736,G,2020-21
76139,C,2020-21
76140,F,2020-21
76141,C,2020-21
201158,G,2020-21
2294,G,2020-21
76142,F,2020-21
1628395,F,2020-21
1952,G,2020-21
2559,G,2020-21
76143,G,2020-21
76144,C,2020-21
1627761,G-F,2020-21
76145,F,2020-21
76146,G,2020-21
1627733,F,2020-21
1886,F,2020-21
203968,,2020-21
104,C,2020-21
1736,G,2020-21
203461,F,2020-21
1120,G,2020-21
712,C-F,2020-21
76151,F,2020-21
76148,G,2020-21
76152,G,2020-21
128,F,2020-21
202728,F-C,2020-21
76154,C,2020-21
1627791,F,2020-21
76155,G,2020-21
76156,C,2020-21
1642866,F,2020-21
1631262,G,2020-21
76157,F,2020-21
76158,F,2020-21
1629541,G,2020-21
202722,F,2020-21
76159,G,2020-21
696,G,2020-21
201976,G,2020-21
1630180,G-F,2020-21
1630189,F,2020-21
204021,C,2020-21
76160,G,2020-21
76161,G,2020-21
76162,G,2020-21
1710,G,2020-21
76163,G,2020-21
2740,C,2020-21
76164,C,2020-21
76165,F,2020-21
1497,G,2020-21
1643548,F,2020-21
76166,G,2020-21
76167,F,2020-21
203920,C,2020-21
1628444,G,2020-21
76168,F,2020-21
1449,F,2020-21
76170,G,2020-21
76171,F,2020-21
1629048,C-F,2020-21
1641931,F,2020-21
202687,C,2020-21
202357,F,2020-21
76172,C,2020-21
1641710,G,2020-21
76173,F,2020-21
1641778,F,2020-21
76174,G,2020-21
204028,F-C,2020-21
76175,C,2020-21
76176,G,2020-21
76180,F,2020-21
76177,F,2020-21
1806,G,2020-21
76179,G,2020-21
201971,C-F,2020-21
2581,G,2020-21
202392,F,2020-21
1628469,G,2020-21
200807,G,2020-21
76182,G,2020-21
76183,G,2020-21
76184,F,2020-21
101154,C-F,2020-21
302,G,2020-21
202339,G,2020-21
1629833,G,2020-21
76186,G,2020-21
76187,F,2020-21
76188,C,2020-21
1628417,F,2020-21
916,F-C,2020-21
1548,C-F,2020-21
203505,G,2020-21
1629129,G-F,2020-21
76189,G,2020-21
76190,G,2020-21
2800,G,2020-21
76191,G,2020-21
1631205,F,2020-21
76192,C,2020-21
2586,G-F,2020-21
202711,F,2020-21
203992,G,2020-21
177,G,2020-21
101106,C,2020-21
1564,F,2020-21
1629626,C-F,2020-21
76195,C,2020-21
1628413,F,2020-21
1629716,C,2020-21
