PLAYER_ID,POSITION,SEASON
76001,F,2016-17
76002,C,2016-17
76003,C,2016-17
51,G,2016-17
1505,F-G,2016-17
949,F,2016-17
76005,F,2016-17
76006,G,2016-17
76007,F,2016-17
203518,G,2016-17
1630173,F,2016-17
101165,G,2016-17
76008,G,2016-17
76009,C,2016-17
76010,F,2016-17
1643411,G,2016-17
203112,F,2016-17
76011,C,2016-17
76012,F,2016-17
200801,F,2016-17
1629121,G,2016-17
203919,G,2016-17
149,G,2016-17
203500,C,2016-17
912,F,2016-17
1628389,C-F,2016-17
1629061,F,2016-17
76015,G,2016-17
202399,F,2016-17
201167,G,2016-17
1630534,G,2016-17
200772,F-G,2016-17
76016,F,2016-17
201336,G,2016-17
76017,G,2016-17
201582,C,2016-17
76018,C,2016-17
203006,G,2016-17
1629152,G,2016-17
202374,C,2016-17
76019,F,2016-17
76020,C,2016-17
1630583,F-C,2016-17
203128,F-C,2016-17
202332,C,2016-17
200746,C-F,2016-17
76021,C,2016-17
1626146,F,2016-17
724,G,2016-17
2042,G,2016-17
76022,F,2016-17
201570,F,2016-17
1629734,F-C,2016-17
1641725,G,2016-17
1630234,G,2016-17
2349,F,2016-17
1629638,G,2016-17
76024,G,2016-17
1628959,G,2016-17
76028,F,2016-17
1628960,G,2016-17
1628386,C,2016-17
706,G,2016-17
1628443,G,2016-17
202730,F-C,2016-17
76027,G,2016-17
2124,F,2016-17
76025,F,2016-17
951,G,2016-17
1641851,F,2016-17
2754,G-F,2016-17
76029,F,2016-17
200984,C,2016-17
76030,F,2016-17
201165,G,2016-17
308,F,2016-17
1747,G,2016-17
1824,C,2016-17
1630631,G,2016-17
680,F-C,2016-17
732,F,2016-17
1643417,F,2016-17
202329,F,2016-17
200811,F,2016-17
76034,F,2016-17
2365,F-C,2016-17
2431,C,2016-17
101187,F-G,2016-17
202079,G,2016-17
1643515,G,2016-17
76035,G,2016-17
76036,G,2016-17
1507,G,2016-17
76037,G,2016-17
944,F,2016-17
246,C-F,2016-17
202341,G-F,2016-17
76040,G,2016-17
1626147,F-G,2016-17
72,G,2016-17
76041,F,2016-17
203937,F-G,2016-17
76042,G,2016-17
76043,F,2016-17
98,F-G,2016-17
76045,F,2016-17
76046,F,2016-17
201583,F,2016-17
1000,G-F,2016-17
335,G-F,2016-17
76048,C,2016-17
101149,C,2016-17
76049,F,2016-17
1628387,C-F,2016-17
76050,F,2016-17
1512,C,2016-17
1630828,F,2016-17
203507,F,2016-17
1628961,F,2016-17
203648,F,2016-17
2546,F,2016-17
1630175,G,2016-17
21,G,2016-17
201202,C,2016-17
203544,F-C,2016-17
1628384,F-G,2016-17
203951,G,2016-17
2737,C,2016-17
76053,F,2016-17
76054,G,2016-17
2425,F,2016-17
1627853,G,2016-17
76055,C,2016-17
2240,G,2016-17
2772,F,2016-17
76056,F,2016-17
76057,F,2016-17
769,G,2016-17
76061,C,2016-17
2220,G,2016-17
353,G,2016-17
200756,F-C,2016-17
76060,G,2016-17
1642379,G,2016-17
76059,G,2016-17
76062,F,2016-17
76063,G,2016-17
76064,F,2016-17
2306,G,2016-17
201589,F,2016-17
76065,G,2016-17
1628503,G,2016-17
201600,C,2016-17
355,F,2016-17
173,F-G,2016-17
76068,G,2016-17
76069,G,2016-17
1088,G,2016-17
76070,G,2016-17
76071,G,2016-17
278,F-G,2016-17
201571,G,2016-17
200788,F,2016-17
1134,C,2016-17
76073,G,2016-17
76074,F,2016-17
1630166,F,2016-17
138,C,2016-17
76076,G,2016-17
1895,G,2016-17
76078,C,2016-17
1630555,G,2016-17
202970,F-C,2016-17
201965,F-C,2016-17
1629028,C,2016-17
101235,G,2016-17
1628962,C-F,2016-17
203569,G,2016-17
202337,F,2016-17
76079,C,2016-17
76080,F,2016-17
1628407,G-F,2016-17
1630641,C,2016-17
76081,F,2016-17
2053,C,2016-17
76082,G,2016-17
1630542,F,2016-17
1628963,F,2016-17
1642846,F,2016-17
1641735,G,2016-17
76084,C,2016-17
76083,G,2016-17
76085,F,2016-17
1847,F,2016-17
1753,G,2016-17
203946,F-C,2016-17
1858,G,2016-17
2486,G,2016-17
76089,G,2016-17
1627758,G,2016-17
452,F,2016-17
1642380,G,2016-17
1627735,G,2016-17
1631116,F,2016-17
200764,F,2016-17
76090,F,2016-17
1630163,G,2016-17
1628366,G,2016-17
76091,F,2016-17
76092,F,2016-17
1628964,C,2016-17
1631094,F,2016-17
1630217,G,2016-17
76093,F,2016-17
2556,G,2016-17
76094,F,2016-17
76095,F,2016-17
1630625,F,2016-17
1627760,G,2016-17
76096,F,2016-17
2571,G,2016-17
76097,G,2016-17
200826,G,2016-17
200745,C-F,2016-17
76098,G,2016-17
76099,C,2016-17
787,F,2016-17
2057,G,2016-17
76102,F,2016-17
1631230,F,2016-17
203084,F,2016-17
76103,F,2016-17
76105,C,2016-17
76104,F,2016-17
2440,F,2016-17
1630567,F-G,2016-17
76107,G,2016-17
76106,G,2016-17
76108,G,2016-17
76109,G,2016-17
1642964,G,2016-17
76110,F,2016-17
76111,F,2016-17
76112,G,2016-17
76113,G,2016-17
2857,G,2016-17
76114,G,2016-17
1629628,F-G,2016-17
2853,F-C,2016-17
344,G,2016-17
699,G,2016-17
1003,G,2016-17
468,G,2016-17
600013,F,2016-17
76117,F,2016-17
76118,C,2016-17
203115,G,2016-17
101188,G,2016-17
76119,F,2016-17
101138,F,2016-17
1628238,F,2016-17
76120,F,2016-17
1629646,C-F,2016-17
1766,F,2016-17
2370,C,2016-17
76121,G,2016-17
1641734,F,2016-17
1628966,F,2016-17
101212,F-C,2016-17
2471,F,2016-17
1499,C,2016-17
2203,F,2016-17
1642419,F,2016-17
174,G,2016-17
76123,G,2016-17
76124,C,2016-17
201587,G-F,2016-17
1641878,G,2016-17
76125,F,2016-17
76126,G,2016-17
2437,F,2016-17
201573,G,2016-17
76127,F,2016-17
203382,C-F,2016-17
76128,G,2016-17
203145,G-F,2016-17
1629647,F,2016-17
76129,F,2016-17
203078,G,2016-17
76130,G,2016-17
76131,G,2016-17
2602,F,2016-17
1627736,G,2016-17
201563,F,2016-17
76133,C,2016-17
201958,G,2016-17
1630699,F,2016-17
76134,C,2016-17
1133,G,2016-17
76136,G,2016-17
76137,,2016-17
76138,C,2016-17
1641736,G,2016-17
76139,C,2016-17
76140,F,2016-17
76141,C,2016-17
201158,G,2016-17
2294,G,2016-17
76142,F,2016-17
1628395,F,2016-17
1952,G,2016-17
2559,G,2016-17
76143,G,2016-17
76144,C,2016-17
1627761,G-F,2016-17
76145,F,2016-17
76146,G,2016-17
1627733,F,2016-17
1886,F,2016-17
203968,,2016-17
104,C,2016-17
1736,G,2016-17
203461,F,2016-17
1120,G,2016-17
712,C-F,2016-17
76151,F,2016-17
76148,G,2016-17
76152,G,2016-17
128,F,2016-17
202728,F-C,2016-17
76154,C,2016-17
1627791,F,2016-17
76155,G,2016-17
76156,C,2016-17
1642866,F,2016-17
1631262,G,2016-17
76157,F,2016-17
76158,F,2016-17
1629541,G,2016-17
202722,F,2016-17
76159,G,2016-17
696,G,2016-17
201976,G,2016-17
1630180,G-F,2016-17
1630189,F,2016-17
204021,C,2016-17
76160,G,2016-17
76161,G,2016-17
76162,G,2016-17
1710,G,2016-17
76163,G,2016-17
2740,C,2016-17
76164,C,2016-17
76165,F,2016-17
1497,G,2016-17
1643548,F,2016-17
76166,G,2016-17
76167,F,2016-17
203920,C,2016-17
1628444,G,2016-17
76168,F,2016-17
1449,F,2016-17
76170,G,2016-17
76171,F,2016-17
1629048,C-F,2016-17
1641931,F,2016-17
202687,C,2016-17
202357,F,2016-17
76172,C,2016-17
1641710,G,2016-17
76173,F,2016-17
1641778,F,2016-17
76174,G,2016-17
204028,F-C,2016-17
76175,C,2016-17
76176,G,2016-17
76180,F,2016-17
76177,F,2016-17
1806,G,2016-17
76179,G,2016-17
201971,C-F,2016-17
2581,G,2016-17
202392,F,2016-17
1628469,G,2016-17
200807,G,2016-17
76182,G,2016-17
76183,G,2016-17
76184,F,2016-17
101154,C-F,2016-17
302,G,2016-17
202339,G,2016-17
1629833,G,2016-17
76186,G,2016-17
76187,F,2016-17
76188,C,2016-17
1628417,F,2016-17
916,F-C,2016-17
1548,C-F,2016-17
203505,G,2016-17
1629129,G-F,2016-17
76189,G,2016-17
76190,G,2016-17
2800,G,2016-17
76191,G,2016-17
1631205,F,2016-17
76192,C,2016-17
2586,G-F,2016-17
202711,F,2016-17
203992,G,2016-17
177,G,2016-17
101106,C,2016-17
1564,F,2016-17
1629626,C-F,2016-17
76195,C,2016-17
1628413,F,2016-17
1629716,C,2016-17
76196,F,2016-17
1630195,F,2016-17
1627762,F,2016-17
76197,G,2016-17
76203,F,2016-17
1641737,F,2016-17
76198,G,2016-17
1603,G,2016-17
1629648,G,2016-17
1121,G,2016-17
1629067,G,2016-17
76201,F,2016-17
41,F,2016-17
2588,C-F,2016-17
1626164,G,2016-17
511,G,2016-17
202344,F,2016-17
200767,F-C,2016-17
76204,G,2016-17
1916,C,2016-17
1522,F,2016-17
76206,F,2016-17
1643409,F,2016-17
2430,F,2016-17
2414,C,2016-17
76207,F,2016-17
1953,F,2016-17
76209,C,2016-17
76210,F,2016-17
2547,F,2016-17
76211,F,2016-17
1630527,G,2016-17
76212,F,2016-17
76213,F,2016-17
1628449,F,2016-17
1630547,G,2016-17
2257,C,2016-17
1631123,G,2016-17
76214,F,2016-17
1898,F,2016-17
1477,F,2016-17
1763,F,2016-17
1628968,F-G,2016-17
194,G,2016-17
76217,C,2016-17
1085,G,2016-17
1629065,G,2016-17
76219,C,2016-17
671,G,2016-17
76221,G,2016-17
